1	0.002	125.000
2	0.006	166.667
3	0.003	375.000
4	0.004	444.444
5	0.004	555.556
6	0.004	600.000
7	0.006	636.364
8	0.005	727.273
9	0.006	642.857
10	0.007	666.667
